"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 15 23:35:46 GMT 2025","Tue Apr 15 23:35:50 GMT 2025","4377","chromium","SearchPageFeeds.test.ts","","","","Search for feeds using hashtag",""
"passed","Tue Apr 15 23:37:15 GMT 2025","Tue Apr 15 23:37:28 GMT 2025","12336","webkit","FollowingPage.test.ts","","","","user can follow mercytum",""
"failed","Tue Apr 15 23:36:46 GMT 2025","Tue Apr 15 23:36:53 GMT 2025","7099","firefox","PostPageCreation.test.ts","","","","Create Post using 300 characters",""
"passed","Tue Apr 15 23:35:42 GMT 2025","Tue Apr 15 23:35:46 GMT 2025","4411","chromium","SearchPageErrorCase.test.ts","","","","Search for empty term",""
"passed","Tue Apr 15 23:38:04 GMT 2025","Tue Apr 15 23:38:09 GMT 2025","4737","webkit","SearchPageFeeds.test.ts","","","","Search for feeds using search term",""
"passed","Tue Apr 15 23:35:48 GMT 2025","Tue Apr 15 23:35:51 GMT 2025","2988","chromium","SearchPagePosts.test.ts","","","","Search for posts using general search",""
"passed","Tue Apr 15 23:36:30 GMT 2025","Tue Apr 15 23:36:34 GMT 2025","4540","firefox","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"passed","Tue Apr 15 23:36:10 GMT 2025","Tue Apr 15 23:36:18 GMT 2025","8080","firefox","FollowingPage.test.ts","","","","user can follow mercytum",""
"passed","Tue Apr 15 23:36:20 GMT 2025","Tue Apr 15 23:36:28 GMT 2025","8041","firefox","PostPageCancellation.test.ts","","","","Cancel Post during its creation",""
"passed","Tue Apr 15 23:35:14 GMT 2025","Tue Apr 15 23:35:24 GMT 2025","9848","chromium","FollowingPage.test.ts","","","","user can follow mercytum",""
"passed","Tue Apr 15 23:35:36 GMT 2025","Tue Apr 15 23:35:42 GMT 2025","5549","chromium","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 23:35:21 GMT 2025","Tue Apr 15 23:35:31 GMT 2025","10640","chromium","FollowingPage.test.ts","","","","user can unfollow mercytum",""
"passed","Tue Apr 15 23:36:56 GMT 2025","Tue Apr 15 23:37:13 GMT 2025","16933","webkit","DiscoverPage.test.ts","","","","user can open a post from Discover page",""
"passed","Tue Apr 15 23:35:27 GMT 2025","Tue Apr 15 23:35:36 GMT 2025","9225","chromium","PostPageCancellation.test.ts","","","","Cancel Post during its creation",""
"passed","Tue Apr 15 23:36:28 GMT 2025","Tue Apr 15 23:36:33 GMT 2025","4432","firefox","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 23:36:33 GMT 2025","Tue Apr 15 23:36:53 GMT 2025","20809","firefox","PostPageDeletion.test.ts","","","","Delete Last Created Post",""
