"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 15 02:57:32 GMT 2025","Tue Apr 15 02:58:02 GMT 2025","30015","chromium","SearchPagePosts.test.ts","","","","Search for post within user profile",""
"broken","Tue Apr 15 03:08:44 GMT 2025","Tue Apr 15 03:09:14 GMT 2025","30022","webkit","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"broken","Tue Apr 15 02:57:35 GMT 2025","Tue Apr 15 02:58:05 GMT 2025","30032","chromium","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"broken","Tue Apr 15 03:13:18 GMT 2025","Tue Apr 15 03:13:48 GMT 2025","30020","webkit","SearchPageUsers.test.ts","","","","Search for user using username handle",""
"broken","Tue Apr 15 02:56:02 GMT 2025","Tue Apr 15 02:56:32 GMT 2025","30020","chromium","SearchPageFeeds.test.ts","","","","Search for feeds using hashtag",""
"broken","Tue Apr 15 03:04:00 GMT 2025","Tue Apr 15 03:04:30 GMT 2025","30036","firefox","SearchPagePosts.test.ts","","","","Search for posts using general search",""
"broken","Tue Apr 15 03:00:43 GMT 2025","Tue Apr 15 03:01:13 GMT 2025","30028","firefox","PostPageCreation.test.ts","","","","Create Post using one character",""
"broken","Tue Apr 15 03:05:27 GMT 2025","Tue Apr 15 03:05:57 GMT 2025","30031","firefox","SearchPagePosts.test.ts","","","","Search for post within user profile",""
"broken","Tue Apr 15 03:10:10 GMT 2025","Tue Apr 15 03:10:40 GMT 2025","30019","webkit","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"broken","Tue Apr 15 03:00:48 GMT 2025","Tue Apr 15 03:01:18 GMT 2025","30054","firefox","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 02:58:03 GMT 2025","Tue Apr 15 02:58:04 GMT 2025","1253","firefox","DiscoverPage.test.ts","","","","has title",""
"broken","Tue Apr 15 03:05:36 GMT 2025","Tue Apr 15 03:06:06 GMT 2025","30133","firefox","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"broken","Tue Apr 15 02:54:27 GMT 2025","Tue Apr 15 02:54:57 GMT 2025","30020","chromium","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"passed","Tue Apr 15 03:05:59 GMT 2025","Tue Apr 15 03:06:00 GMT 2025","1339","webkit","DiscoverPage.test.ts","","","","has title",""
"broken","Tue Apr 15 02:59:12 GMT 2025","Tue Apr 15 02:59:42 GMT 2025","30091","firefox","FollowingPage.test.ts","","","","user can follow and unfollow mercytum",""
"broken","Tue Apr 15 03:13:22 GMT 2025","Tue Apr 15 03:13:52 GMT 2025","30019","webkit","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"broken","Tue Apr 15 02:56:00 GMT 2025","Tue Apr 15 02:56:30 GMT 2025","30018","chromium","SearchPageFeeds.test.ts","","","","Search for feeds using search term",""
"broken","Tue Apr 15 03:11:42 GMT 2025","Tue Apr 15 03:12:12 GMT 2025","30018","webkit","SearchPageFeeds.test.ts","","","","Search for feeds using search term",""
