"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 15 21:04:12 GMT 2025","Tue Apr 15 21:04:20 GMT 2025","7943","chromium","FollowingPage.test.ts","","","","user can follow mercytum",""
"passed","Tue Apr 15 21:04:48 GMT 2025","Tue Apr 15 21:04:53 GMT 2025","4976","firefox","FollowingPage.test.ts","","","","user can load the Following list",""
"passed","Tue Apr 15 21:05:35 GMT 2025","Tue Apr 15 21:05:46 GMT 2025","10851","webkit","FollowingPage.test.ts","","","","user can follow mercytum",""
"passed","Tue Apr 15 21:03:44 GMT 2025","Tue Apr 15 21:03:50 GMT 2025","6043","chromium","FollowingPage.test.ts","","","","user can load the Following list",""
"broken","Tue Apr 15 21:06:05 GMT 2025","Tue Apr 15 21:06:35 GMT 2025","30031","webkit","DiscoverPage.test.ts","","","","user can open a post from Discover page",""
"passed","Tue Apr 15 21:04:22 GMT 2025","Tue Apr 15 21:04:33 GMT 2025","11521","firefox","DiscoverPage.test.ts","","","","user can search and open first post from Discover page",""
"passed","Tue Apr 15 21:05:23 GMT 2025","Tue Apr 15 21:05:29 GMT 2025","5715","webkit","DiscoverPage.test.ts","","","","user can view trending post from Discover page",""
"passed","Tue Apr 15 21:04:04 GMT 2025","Tue Apr 15 21:04:13 GMT 2025","8703","chromium","FollowingPage.test.ts","","","","user can unfollow mercytum",""
"passed","Tue Apr 15 21:03:26 GMT 2025","Tue Apr 15 21:03:36 GMT 2025","9625","chromium","DiscoverPage.test.ts","","","","user can view trending post from Discover page",""
"passed","Tue Apr 15 21:05:50 GMT 2025","Tue Apr 15 21:05:56 GMT 2025","6097","webkit","FollowingPage.test.ts","","","","user can navigate to followed user profile",""
"passed","Tue Apr 15 21:04:59 GMT 2025","Tue Apr 15 21:05:07 GMT 2025","7144","firefox","FollowingPage.test.ts","","","","user can unfollow mercytum",""
"passed","Tue Apr 15 21:05:54 GMT 2025","Tue Apr 15 21:06:02 GMT 2025","7796","webkit","FollowingPage.test.ts","","","","user can unfollow mercytum",""
"passed","Tue Apr 15 21:05:08 GMT 2025","Tue Apr 15 21:05:23 GMT 2025","15059","webkit","DiscoverPage.test.ts","","","","user can search and open first post from Discover page",""
"passed","Tue Apr 15 21:04:34 GMT 2025","Tue Apr 15 21:04:38 GMT 2025","4216","firefox","DiscoverPage.test.ts","","","","user can view trending post from Discover page",""
"passed","Tue Apr 15 21:05:29 GMT 2025","Tue Apr 15 21:05:35 GMT 2025","5979","webkit","DiscoverPage.test.ts","","","","user can perform infinite scrolling from Discover page",""
"passed","Tue Apr 15 21:03:26 GMT 2025","Tue Apr 15 21:03:41 GMT 2025","15098","chromium","DiscoverPage.test.ts","","","","user can search and open first post from Discover page",""
"broken","Tue Apr 15 21:04:30 GMT 2025","Tue Apr 15 21:05:00 GMT 2025","30065","chromium","DiscoverPage.test.ts","","","","user can open a post from Discover page",""
"passed","Tue Apr 15 21:03:36 GMT 2025","Tue Apr 15 21:03:44 GMT 2025","7656","chromium","DiscoverPage.test.ts","","","","user can perform infinite scrolling from Discover page",""
"passed","Tue Apr 15 21:04:42 GMT 2025","Tue Apr 15 21:04:48 GMT 2025","5970","firefox","FollowingPage.test.ts","","","","user can follow mercytum",""
"broken","Tue Apr 15 21:05:22 GMT 2025","Tue Apr 15 21:05:52 GMT 2025","30125","firefox","DiscoverPage.test.ts","","","","user can open a post from Discover page",""
"passed","Tue Apr 15 21:05:46 GMT 2025","Tue Apr 15 21:05:50 GMT 2025","3818","webkit","FollowingPage.test.ts","","","","user can load the Following list",""
"passed","Tue Apr 15 21:03:50 GMT 2025","Tue Apr 15 21:04:04 GMT 2025","14564","chromium","FollowingPage.test.ts","","","","user can navigate to followed user profile",""
"passed","Tue Apr 15 21:04:53 GMT 2025","Tue Apr 15 21:04:59 GMT 2025","6588","firefox","FollowingPage.test.ts","","","","user can navigate to followed user profile",""
"passed","Tue Apr 15 21:04:38 GMT 2025","Tue Apr 15 21:04:42 GMT 2025","4065","firefox","DiscoverPage.test.ts","","","","user can perform infinite scrolling from Discover page",""
