"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 15 03:17:11 GMT 2025","Tue Apr 15 03:17:18 GMT 2025","7516","webkit","SearchPageFeeds.test.ts","","","","Search for feeds using hashtag",""
"passed","Tue Apr 15 03:13:56 GMT 2025","Tue Apr 15 03:14:05 GMT 2025","8641","chromium","PostPageCreation.test.ts","","","","Create Post using one character",""
"passed","Tue Apr 15 03:14:31 GMT 2025","Tue Apr 15 03:14:35 GMT 2025","4423","chromium","SearchPagePosts.test.ts","","","","Search for posts using general search",""
"passed","Tue Apr 15 03:17:18 GMT 2025","Tue Apr 15 03:17:25 GMT 2025","6794","webkit","SearchPagePosts.test.ts","","","","Search for posts using general search",""
"passed","Tue Apr 15 03:16:04 GMT 2025","Tue Apr 15 03:16:05 GMT 2025","1380","webkit","DiscoverPage.test.ts","","","","has title",""
"passed","Tue Apr 15 03:14:01 GMT 2025","Tue Apr 15 03:14:09 GMT 2025","7647","chromium","PostPageCreation.test.ts","","","","Create Post using 300 characters",""
"passed","Tue Apr 15 03:14:43 GMT 2025","Tue Apr 15 03:14:47 GMT 2025","4293","chromium","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"passed","Tue Apr 15 03:15:45 GMT 2025","Tue Apr 15 03:15:50 GMT 2025","5306","firefox","SearchPageFeeds.test.ts","","","","Search for feeds using hashtag",""
"passed","Tue Apr 15 03:14:57 GMT 2025","Tue Apr 15 03:15:02 GMT 2025","5382","firefox","PostPageCancellation.test.ts","","","","Cancel Post without typing any text",""
"passed","Tue Apr 15 03:15:24 GMT 2025","Tue Apr 15 03:15:30 GMT 2025","6694","firefox","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 03:14:50 GMT 2025","Tue Apr 15 03:14:50 GMT 2025","772","firefox","DiscoverPage.test.ts","","","","get started link",""
"passed","Tue Apr 15 03:14:23 GMT 2025","Tue Apr 15 03:14:31 GMT 2025","7381","chromium","SearchPageFeeds.test.ts","","","","Search for feeds using hashtag",""
"passed","Tue Apr 15 03:15:17 GMT 2025","Tue Apr 15 03:15:23 GMT 2025","6898","firefox","PostPageCreation.test.ts","","","","Create Post using 300 characters",""
"passed","Tue Apr 15 03:16:57 GMT 2025","Tue Apr 15 03:17:25 GMT 2025","27856","webkit","PostPageDeletion.test.ts","","","","Delete Last Created Post",""
"passed","Tue Apr 15 03:16:44 GMT 2025","Tue Apr 15 03:16:57 GMT 2025","13121","webkit","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"passed","Tue Apr 15 03:15:03 GMT 2025","Tue Apr 15 03:15:10 GMT 2025","7257","firefox","PostPageCancellation.test.ts","","","","Cancel Post during its creation",""
"passed","Tue Apr 15 03:15:10 GMT 2025","Tue Apr 15 03:15:17 GMT 2025","6330","firefox","PostPageCreation.test.ts","","","","Create Post using one character",""
"passed","Tue Apr 15 03:16:36 GMT 2025","Tue Apr 15 03:16:44 GMT 2025","8310","webkit","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 03:14:09 GMT 2025","Tue Apr 15 03:14:13 GMT 2025","4239","chromium","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"broken","Tue Apr 15 03:15:57 GMT 2025","Tue Apr 15 03:16:27 GMT 2025","30117","firefox","FollowingPage.test.ts","","","","user can follow and unfollow mercytum",""
"passed","Tue Apr 15 03:13:51 GMT 2025","Tue Apr 15 03:13:56 GMT 2025","5408","chromium","PostPageCancellation.test.ts","","","","Cancel Post without typing any text",""
"passed","Tue Apr 15 03:16:39 GMT 2025","Tue Apr 15 03:16:57 GMT 2025","17863","webkit","PostPageCreation.test.ts","","","","Create Post using 300 characters",""
"passed","Tue Apr 15 03:14:32 GMT 2025","Tue Apr 15 03:14:55 GMT 2025","23073","chromium","PostPageDeletion.test.ts","","","","Delete Last Created Post",""
"passed","Tue Apr 15 03:17:25 GMT 2025","Tue Apr 15 03:17:34 GMT 2025","8399","webkit","SearchPageUsers.test.ts","","","","Search for user using username handle",""
"passed","Tue Apr 15 03:15:54 GMT 2025","Tue Apr 15 03:16:01 GMT 2025","6885","firefox","SearchPagePosts.test.ts","","","","Search for post within user profile",""
"passed","Tue Apr 15 03:15:33 GMT 2025","Tue Apr 15 03:15:39 GMT 2025","5917","firefox","SearchPageErrorCase.test.ts","","","","Search for empty term",""
"passed","Tue Apr 15 03:16:06 GMT 2025","Tue Apr 15 03:16:09 GMT 2025","3340","webkit","DiscoverPage.test.ts","","","","get started link",""
"passed","Tue Apr 15 03:15:30 GMT 2025","Tue Apr 15 03:15:54 GMT 2025","24239","firefox","PostPageDeletion.test.ts","","","","Delete Last Created Post",""
"broken","Tue Apr 15 03:14:53 GMT 2025","Tue Apr 15 03:15:23 GMT 2025","30067","chromium","FollowingPage.test.ts","","","","user can follow and unfollow mercytum",""
"passed","Tue Apr 15 03:15:50 GMT 2025","Tue Apr 15 03:15:55 GMT 2025","4850","firefox","SearchPagePosts.test.ts","","","","Search for posts using general search",""
"passed","Tue Apr 15 03:14:13 GMT 2025","Tue Apr 15 03:14:17 GMT 2025","3927","chromium","SearchPageErrorCase.test.ts","","","","Search for empty term",""
"passed","Tue Apr 15 03:17:25 GMT 2025","Tue Apr 15 03:17:33 GMT 2025","8275","webkit","SearchPagePosts.test.ts","","","","Search for post within user profile",""
"passed","Tue Apr 15 03:14:39 GMT 2025","Tue Apr 15 03:14:43 GMT 2025","3691","chromium","SearchPageUsers.test.ts","","","","Search for user using username handle",""
"passed","Tue Apr 15 03:14:17 GMT 2025","Tue Apr 15 03:14:23 GMT 2025","6486","chromium","SearchPageFeeds.test.ts","","","","Search for feeds using search term",""
"passed","Tue Apr 15 03:13:50 GMT 2025","Tue Apr 15 03:13:50 GMT 2025","675","chromium","DiscoverPage.test.ts","","","","has title",""
"passed","Tue Apr 15 03:17:05 GMT 2025","Tue Apr 15 03:17:11 GMT 2025","5901","webkit","SearchPageFeeds.test.ts","","","","Search for feeds using search term",""
"passed","Tue Apr 15 03:16:19 GMT 2025","Tue Apr 15 03:16:28 GMT 2025","8844","webkit","PostPageCancellation.test.ts","","","","Cancel Post during its creation",""
"passed","Tue Apr 15 03:16:09 GMT 2025","Tue Apr 15 03:16:19 GMT 2025","9366","webkit","PostPageCancellation.test.ts","","","","Cancel Post without typing any text",""
"passed","Tue Apr 15 03:15:39 GMT 2025","Tue Apr 15 03:15:45 GMT 2025","5749","firefox","SearchPageFeeds.test.ts","","","","Search for feeds using search term",""
"broken","Tue Apr 15 03:17:16 GMT 2025","Tue Apr 15 03:17:46 GMT 2025","30029","webkit","FollowingPage.test.ts","","","","user can follow and unfollow mercytum",""
"passed","Tue Apr 15 03:16:28 GMT 2025","Tue Apr 15 03:16:36 GMT 2025","8072","webkit","PostPageCreation.test.ts","","","","Create Post using one character",""
"passed","Tue Apr 15 03:13:51 GMT 2025","Tue Apr 15 03:14:01 GMT 2025","9877","chromium","PostPageCancellation.test.ts","","","","Cancel Post during its creation",""
"passed","Tue Apr 15 03:16:01 GMT 2025","Tue Apr 15 03:16:08 GMT 2025","6967","firefox","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"passed","Tue Apr 15 03:14:05 GMT 2025","Tue Apr 15 03:14:10 GMT 2025","5469","chromium","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 03:13:50 GMT 2025","Tue Apr 15 03:13:51 GMT 2025","1095","chromium","DiscoverPage.test.ts","","","","get started link",""
"passed","Tue Apr 15 03:17:33 GMT 2025","Tue Apr 15 03:17:39 GMT 2025","5881","webkit","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"passed","Tue Apr 15 03:14:35 GMT 2025","Tue Apr 15 03:14:39 GMT 2025","4031","chromium","SearchPagePosts.test.ts","","","","Search for post within user profile",""
"passed","Tue Apr 15 03:16:59 GMT 2025","Tue Apr 15 03:17:05 GMT 2025","6257","webkit","SearchPageErrorCase.test.ts","","","","Search for empty term",""
"passed","Tue Apr 15 03:15:25 GMT 2025","Tue Apr 15 03:15:32 GMT 2025","7542","firefox","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"passed","Tue Apr 15 03:14:48 GMT 2025","Tue Apr 15 03:14:49 GMT 2025","1205","firefox","DiscoverPage.test.ts","","","","has title",""
"passed","Tue Apr 15 03:15:55 GMT 2025","Tue Apr 15 03:16:02 GMT 2025","6803","firefox","SearchPageUsers.test.ts","","","","Search for user using username handle",""
