"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 15 03:01:38 GMT 2025","Tue Apr 15 03:02:08 GMT 2025","30040","firefox","SearchPagePosts.test.ts","","","","Search for posts using general search",""
"broken","Tue Apr 15 02:50:32 GMT 2025","Tue Apr 15 02:51:02 GMT 2025","30017","chromium","PostPageCreation.test.ts","","","","Create Post using one character",""
"broken","Tue Apr 15 03:04:45 GMT 2025","Tue Apr 15 03:05:15 GMT 2025","30027","webkit","FollowingPage.test.ts","","","","user can follow and unfollow mercytum",""
"broken","Tue Apr 15 03:06:24 GMT 2025","Tue Apr 15 03:06:54 GMT 2025","30020","webkit","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"broken","Tue Apr 15 03:06:17 GMT 2025","Tue Apr 15 03:06:47 GMT 2025","30019","webkit","PostPageCreation.test.ts","","","","Create Post using one character",""
"broken","Tue Apr 15 03:11:03 GMT 2025","Tue Apr 15 03:11:33 GMT 2025","30018","webkit","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"broken","Tue Apr 15 02:53:39 GMT 2025","Tue Apr 15 02:54:09 GMT 2025","30018","chromium","SearchPageFeeds.test.ts","","","","Search for feeds using hashtag",""
"broken","Tue Apr 15 03:07:50 GMT 2025","Tue Apr 15 03:08:20 GMT 2025","30020","webkit","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"broken","Tue Apr 15 02:50:34 GMT 2025","Tue Apr 15 02:51:04 GMT 2025","30019","chromium","PostPageCreation.test.ts","","","","Create Post using 300 characters",""
"passed","Tue Apr 15 02:47:57 GMT 2025","Tue Apr 15 02:47:58 GMT 2025","1013","chromium","DiscoverPage.test.ts","","","","get started link",""
"broken","Tue Apr 15 03:06:19 GMT 2025","Tue Apr 15 03:06:49 GMT 2025","30061","webkit","PostPageCreation.test.ts","","","","Create Post using 300 characters",""
"broken","Tue Apr 15 03:00:02 GMT 2025","Tue Apr 15 03:00:32 GMT 2025","30038","firefox","SearchPageErrorCase.test.ts","","","","Search for empty term",""
"passed","Tue Apr 15 02:47:57 GMT 2025","Tue Apr 15 02:47:58 GMT 2025","818","chromium","DiscoverPage.test.ts","","","","has title",""
