"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 15 02:45:08 GMT 2025","Tue Apr 15 02:45:13 GMT 2025","5062","chromium","PostPageCreation.test.ts","","","","Create Post using one character",""
"broken","Tue Apr 15 03:04:11 GMT 2025","Tue Apr 15 03:04:41 GMT 2025","30018","webkit","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"passed","Tue Apr 15 02:51:36 GMT 2025","Tue Apr 15 02:51:43 GMT 2025","7176","firefox","PostPageCreation.test.ts","","","","Create Post using 300 characters",""
"broken","Tue Apr 15 03:00:24 GMT 2025","Tue Apr 15 03:00:54 GMT 2025","30019","webkit","PostPageDeletion.test.ts","","","","Delete Last Created Post",""
"broken","Tue Apr 15 02:55:29 GMT 2025","Tue Apr 15 02:55:59 GMT 2025","30031","firefox","SearchPageFeeds.test.ts","","","","Search for feeds using hashtag",""
"broken","Tue Apr 15 03:03:16 GMT 2025","Tue Apr 15 03:03:46 GMT 2025","30019","webkit","SearchPagePosts.test.ts","","","","Search for post within user profile",""
"broken","Tue Apr 15 02:59:34 GMT 2025","Tue Apr 15 03:00:04 GMT 2025","30018","webkit","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 02:56:28 GMT 2025","Tue Apr 15 02:56:29 GMT 2025","724","webkit","DiscoverPage.test.ts","","","","has title",""
"broken","Tue Apr 15 02:47:39 GMT 2025","Tue Apr 15 02:48:09 GMT 2025","30020","chromium","SearchPageErrorCase.test.ts","","","","Search for empty term",""
"passed","Tue Apr 15 02:49:46 GMT 2025","Tue Apr 15 02:49:48 GMT 2025","1237","firefox","DiscoverPage.test.ts","","","","has title",""
"broken","Tue Apr 15 02:49:20 GMT 2025","Tue Apr 15 02:49:50 GMT 2025","30023","chromium","SearchPageUsers.test.ts","","","","Search for user using username handle",""
"broken","Tue Apr 15 02:50:43 GMT 2025","Tue Apr 15 02:51:13 GMT 2025","30028","chromium","SearchPageUsers.test.ts","","","","Search for user using first and last name",""
"broken","Tue Apr 15 02:52:47 GMT 2025","Tue Apr 15 02:53:17 GMT 2025","30030","firefox","PostPageCreationEdgeCase.test.ts","","","","Create Post using greater than 300 characters",""
"broken","Tue Apr 15 02:55:57 GMT 2025","Tue Apr 15 02:56:27 GMT 2025","30031","firefox","SearchPagePosts.test.ts","","","","Search for post within user profile",""
"broken","Tue Apr 15 02:46:06 GMT 2025","Tue Apr 15 02:46:36 GMT 2025","30017","chromium","PostPageCreationEdgeCase.test.ts","","","","Create Post using less than 0 characters",""
"passed","Tue Apr 15 02:56:29 GMT 2025","Tue Apr 15 02:56:31 GMT 2025","1945","webkit","DiscoverPage.test.ts","","","","get started link",""
"failed","Tue Apr 15 02:58:19 GMT 2025","Tue Apr 15 02:58:26 GMT 2025","6480","webkit","PostPageCreation.test.ts","","","","Create Post using one character",""
